2.206897	2.206897	
4.470091	4.470091	
8.998733	8.998733	
11.261928	11.261928	
13.520619	13.520619	
18.051513	18.051513	
20.321464	20.321464	
22.577903	22.577903	
27.113300	27.113300	
29.378747	29.378747	
31.639690	31.639690	
36.166080	36.166080	
38.431527	38.431527	
40.696974	40.696974	
45.218860	45.218860	
47.488811	47.488811	
49.749754	49.749754	
54.280647	54.280647	
56.541590	56.541590	
58.802533	58.802533	
63.333427	63.333427	
65.594370	65.594370	
67.855313	67.855313	
72.386207	72.386207	
74.647150	74.647150	
76.917101	76.917101	
81.438987	81.438987	
83.699930	83.699930	
85.969880	85.969880	
90.500774	90.500774	
92.761717	92.761717	
95.031668	95.031668	
99.562562	99.562562	
101.823505	101.823505	
104.084448	104.084448	
108.615341	108.615341	
110.876284	110.876284	
113.146235	113.146235	
117.659113	117.659113	
119.938072	119.938072	
122.199015	122.199015	
126.729909	126.729909	
128.990852	128.990852	
131.260802	131.260802	
135.791696	135.791696	
138.043631	138.043631	
140.313582	140.313582	
144.844476	144.844476	
147.105419	147.105419	
149.366362	149.366362	
153.888248	153.888248	
156.158198	156.158198	
158.410134	158.410134	
162.950035	162.950035	
165.201970	165.201970	
167.471921	167.471921	
171.993807	171.993807	
174.263758	174.263758	
176.533709	176.533709	
181.073610	181.073610	
183.325545	183.325545	
185.595496	185.595496	
190.117382	190.117382	
192.387333	192.387333	
194.657284	194.657284	
199.179170	199.179170	
201.449120	201.449120	
203.701056	203.701056	
208.240957	208.240957	
210.492892	210.492892	
212.762843	212.762843	
