1.767027	1.767027	
4.670000	4.670000	
7.572973	7.572973	
10.475945	10.475945	
13.389436	13.389436	
16.302927	16.302927	
19.216418	19.216418	
22.129909	22.129909	
25.022364	25.022364	
27.946372	27.946372	
30.838827	30.838827	
33.762836	33.762836	
36.665809	36.665809	
39.589818	39.589818	
42.492791	42.492791	
45.395763	45.395763	
48.309254	48.309254	
51.222745	51.222745	
54.115200	54.115200	
57.028691	57.028691	
59.942182	59.942182	
62.845155	62.845155	
65.758645	65.758645	
68.672136	68.672136	
71.575109	71.575109	
74.499118	74.499118	
77.402091	77.402091	
80.294546	80.294546	
83.208036	83.208036	
86.121527	86.121527	
89.024500	89.024500	
91.927473	91.927473	
94.851482	94.851482	
97.754455	97.754455	
100.667945	100.667945	
103.560400	103.560400	
106.494927	106.494927	
109.397900	109.397900	
112.300873	112.300873	
115.203846	115.203846	
118.127854	118.127854	
121.041345	121.041345	
123.933800	123.933800	
126.847291	126.847291	
129.750264	129.750264	
132.674273	132.674273	
135.577245	135.577245	
138.480218	138.480218	
141.425263	141.425263	
