0.146267	0.146267	
12.301024	12.301024	
16.140523	16.140523	
19.990992	19.990992	
23.812208	23.812208	
27.659021	27.659021	
29.589740	29.589740	
33.429239	33.429239	
37.217545	37.217545	
41.078984	41.078984	
44.933110	44.933110	
52.623078	52.623078	
53.091132	53.091132	
56.455264	56.455264	
57.420624	57.420624	
60.291107	60.291107	
60.628434	60.628434	
60.941993	60.941993	
62.702678	62.702678	
63.662553	63.662553	
64.143404	64.143404	
64.777836	64.777836	
65.260058	65.260058	
66.059040	66.059040	
66.545376	66.545376	
67.019372	67.019372	
67.981075	67.981075	
68.610021	68.610021	
69.260908	69.260908	
69.900824	69.900824	
70.544398	70.544398	
71.177001	71.177001	
71.822402	71.822402	
72.140532	72.140532	
72.458662	72.458662	
72.778620	72.778620	
73.087609	73.087609	
73.409395	73.409395	
73.738495	73.738495	
75.646361	75.646361	
