0.052165	0.052165	
2.053053	2.053053	
4.068845	4.068845	
6.080911	6.080911	
8.107881	8.107881	
10.119947	10.119947	
12.150643	12.150643	
14.158983	14.158983	
16.193405	16.193405	
18.190567	18.190567	
20.217537	20.217537	
22.222151	22.222151	
24.249122	24.249122	
26.261188	26.261188	
28.280706	28.280706	
30.300224	30.300224	
32.327194	32.327194	
34.339260	34.339260	
36.343874	36.343874	
38.365255	38.365255	
40.375458	40.375458	
42.402428	42.402428	
44.421946	44.421946	
46.434013	46.434013	
48.446079	48.446079	
50.465597	50.465597	
52.485115	52.485115	
54.497181	54.497181	
56.516699	56.516699	
58.528765	58.528765	
60.548283	60.548283	
62.567801	62.567801	
64.587319	64.587319	
66.599385	66.599385	
68.618903	68.618903	
70.645874	70.645874	
72.657940	72.657940	
74.670006	74.670006	
76.682072	76.682072	
78.701590	78.701590	
80.722971	80.722971	
82.748078	82.748078	
84.754555	84.754555	
86.777799	86.777799	
88.799180	88.799180	
90.796342	90.796342	
92.823312	92.823312	
94.835378	94.835378	
96.832540	96.832540	
98.874415	98.874415	
100.886481	100.886481	
102.898547	102.898547	
104.910613	104.910613	
106.922679	106.922679	
108.949649	108.949649	
110.961715	110.961715	
112.988685	112.988685	
115.000751	115.000751	
117.027721	117.027721	
119.024883	119.024883	
121.066758	121.066758	
123.078824	123.078824	
125.075986	125.075986	
127.088052	127.088052	
129.129926	129.129926	
131.127088	131.127088	
133.154058	133.154058	
135.151220	135.151220	
137.178190	137.178190	
139.205160	139.205160	
141.232131	141.232131	
143.244197	143.244197	
145.256263	145.256263	
147.268329	147.268329	
149.295299	149.295299	
151.307365	151.307365	
153.304527	153.304527	
155.331497	155.331497	
157.358467	157.358467	
159.355629	159.355629	
161.382599	161.382599	
163.409569	163.409569	
165.436540	165.436540	
167.433701	167.433701	
169.430863	169.430863	
171.487642	171.487642	
173.484804	173.484804	
175.511774	175.511774	
